study,loc,sta,date,source,species,sampType,lat,lon,coords_origOrEst,depth_m,year,samp,delta14C,delta14C_sd,delta14C_se,F14C,F14C_sd,14Cage,14Cage_sd,pMC,pMC_sd,dataSource,Comments,ind,F14C_calc,F14C_calc_sd,C14age_calc,C14age_sd_calc,year_bp,delta14C_calc,decade,w_i,w_i_calc
Barnett et al. 2018,Northern Gulf of Mexico,unknown,3/6/1995,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1995,RS-R10,95.1,2.8,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",292,1.09139721401555,,,,28,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,5/2/2001,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,2001,RS-R15,88.4,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",293,1.08550741895535,,,,22,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,12/1/2001,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,2001,RS-R16,75.5,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",294,1.07264170257854,,,,22,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,2/1/1992,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1992,RS-R05,102.7,1.8,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",295,1.09857278478488,,,,31,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/10/1992,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1992,RS-R06,96.4,2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",296,1.09229636459431,,,,31,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,4/9/1997,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1997,RS-R11,85.9,1.9,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",297,1.08249017188833,,,,26,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/30/1997,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,1997,RS-R12,86.2,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",298,1.08278922986012,,,,26,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/20/2005,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,2005,RS-R19,61.9,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",299,1.05959040690468,,,,18,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/26/2005,otolith,Lutjanus campechanus,edge,27.39,-90.06,est,,2005,RS-R20,62.2,2.1,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",300,1.05988975441581,,,,18,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,3/29/2002,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1989,RS-02,101.7,2.9,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",301,1.0971783018699,,,,34,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,3/29/2002,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1994,RS-03,95.7,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",302,1.0918631024002,,,,29,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,8/6/2002,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1958,RS-04,-55.8,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",303,0.936805255127963,,,,65,,1950s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/10/2004,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1993,RS-06,104.1,3.1,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",304,1.1001006080999,,,,30,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/12/2004,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1951,RS-07,-59.8,2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",305,0.932047046373583,,,,72,,1950s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/19/2009,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1989,RS-09,111.3,2.3,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",306,1.10673890066989,,,,34,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,5/13/2011,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1992,RS-11,104.8,2.4,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",307,1.10066492484841,,,,31,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,7/14/2011,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1980,RS-12,128.2,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",308,1.12234701201545,,,,43,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,7/20/2011,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1984,RS-13,116.8,2.3,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",309,1.11154384608551,,,,39,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/25/2003,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1987,RS-05C,117.8,3.1,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",310,1.11294294067019,,,,36,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,8/2/2001,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1959,RS-01B,-12.8,2.3,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",311,0.979586976061119,,,,64,,1950s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/10/2012,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1987,RS-15B,113.1,3.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",312,1.1082633630882,,,,36,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/10/2011,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1983,RS-14C,127.5,3,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",313,1.12205775163203,,,,40,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/10/2009,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1965,RS-08C,124.8,3.3,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",314,1.11693619414909,,,,58,,1960s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,6/3/2013,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1968,RS-16C,125.1,3.9,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",315,1.11763960184311,,,,55,,1960s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/15/2000,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2000,R595,71.9,2.7,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",316,1.06892196241834,,,,23,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/15/1999,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,1999,R612,84.3,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",317,1.08115672403075,,,,24,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/15/1995,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,1995,A15R,85.1,2.7,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",318,1.08143102632479,,,,28,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/15/1996,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,1996,1D17,87.7,2.4,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",319,1.08415336949005,,,,27,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/15/2004,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2004,S121,64.4,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",320,1.06195650442721,,,,19,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/28/2007,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2007,2821,54.9,2.2,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",321,1.05286031483547,,,,16,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,11/20/2015,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2015,14200,37.3,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",322,1.03629668729867,,,,8,,2010s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/8/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,2001,106-62,73.2,2.8,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",323,1.07034781516252,,,,22,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/10/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,2008,117-34,63.6,3.6,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",324,1.06167190819663,,,,15,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,2004,121-41,59,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",325,1.05656890096619,,,,19,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1998,121-59,78,2.7,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",326,1.07474497499935,,,,25,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,2013,122-06,41.2,2.4,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",327,1.03994129609149,,,,10,,2010s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,2004,122-08,60.5,2.6,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",328,1.05806545748314,,,,19,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1989,122-39,106.9,2.6,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",329,1.10235695955323,,,,34,,1980s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,9/11/2016,otolith,Lutjanus campechanus,core,27.39,-90.06,est,,1996,122-74,84.6,2.5,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",330,1.08106347756634,,,,27,,1990s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,10/20/2009,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2009,D-6368,59.3,2.8,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",331,1.0575076146412,,,,14,,2000s,,
Barnett et al. 2018,Northern Gulf of Mexico,unknown,11/3/2013,otolith,Lutjanus campechanus,whole,27.39,-90.06,est,,2013,12920,49.4,2.9,,,,,,,,https://doi.org/10.7266/N7FN14RW,"",332,1.04813138313332,,,,10,,2010s,,
Andrews et al. 2020,Gulf of Mexico,"Treasure Island, FL",1982.78,otolith,Lutjanus griseus,whole,27.76,-82.77,est,,1982,GS-R01,,,,1.1412,0.00145,,,,,"Andrews et al. 2020, Table 1",Decline reference,341,1.1412,0.00145,,,41,146.873813600672,1980s,475624.256837099,475624.256837099
Andrews et al. 2020,Gulf of Mexico,"Treasure Island, FL",1983.09,otolith,Lutjanus griseus,whole,27.76,-82.77,est,,1983,GS-R02,,,,1.1406,0.00195,,,,,"Andrews et al. 2020, Table 1",Decline reference,342,1.1406,0.00195,,,40,146.132182705818,1980s,262984.878369494,262984.878369494
Andrews et al. 2020,Gulf of Mexico,"Area 21 (Naples, FL)",1986.07,otolith,Lutjanus griseus,whole,26.14,-81.81,est,,1986,GS-R03,,,,1.123,0.0011,,,,,"Andrews et al. 2020, Table 1",Decline reference,343,1.123,0.0011,,,37,128.037392311909,1980s,826446.280991736,826446.280991736
Andrews et al. 2020,Gulf of Mexico,"Area 21 (Naples, FL)",1987.72,otolith,Lutjanus griseus,whole,26.14,-81.81,est,,1987,GS-R04,,,,1.1255,0.0011,,,,,"Andrews et al. 2020, Table 1",Decline reference,344,1.1255,0.0011,,,36,130.411860326285,1980s,826446.280991736,826446.280991736
Andrews et al. 2020,Gulf of Mexico,"Area 21 (Naples, FL)",1988.4,otolith,Lutjanus griseus,whole,26.14,-81.81,est,,1988,GS-R05,,,,1.129,0.0012,,,,,"Andrews et al. 2020, Table 1",Decline reference,345,1.129,0.0012,,,35,133.78998010206,1980s,694444.444444445,694444.444444445
Andrews et al. 2020,Gulf of Mexico,"Area 23 (Dauphin Island, AL to St. Andrews Bay, FL)",1988.59,otolith,Lutjanus griseus,whole,30.31,-86.73,est,,1988,GS-R06,,,,1.1164,0.0012,,,,,"Andrews et al. 2020, Table 1",Decline reference,346,1.1164,0.0012,,,35,121.136522396758,1980s,694444.444444445,694444.444444445
Andrews et al. 2020,Gulf of Mexico,"Area 23 (Dauphin Island, AL to St. Andrews Bay, FL)",1991.56,otolith,Lutjanus griseus,whole,30.31,-86.73,est,,1991,GS-R07,,,,1.1108,0.0013,,,,,"Andrews et al. 2020, Table 1",Decline reference,347,1.1108,0.0013,,,32,115.10803000022,1990s,591715.976331361,591715.976331361
Andrews et al. 2020,Gulf of Mexico,"Area 23 (Dauphin Island, AL to St. Andrews Bay, FL)",1992.02,otolith,Lutjanus griseus,whole,30.31,-86.73,est,,1992,GS-R08,,,,1.0977,0.001,,,,,"Andrews et al. 2020, Table 1",Decline reference,348,1.0977,0.001,,,31,101.823936260194,1990s,1e+06,1e+06
Andrews et al. 2020,Gulf of Mexico,"St. Andrews Bay, FL",1995.58,otolith,Lutjanus griseus,whole,30.14,-85.69,est,,1995,GS-R09,,,,1.0689,0.0011,,,,,"Andrews et al. 2020, Table 1",Decline depleted,349,1.0689,0.0011,,,28,72.5264596317015,1990s,826446.280991736,826446.280991736
Andrews et al. 2020,Gulf of Mexico,"Turkey Point Shoal, FL",1996.56,otolith,Lutjanus griseus,whole,29.89,-84.49,est,,1996,GS-R10,,,,1.0802,9e-04,,,,,"Andrews et al. 2020, Table 1",Decline reference,350,1.0802,9e-04,,,27,83.7336977079601,1990s,1234567.90123457,1234567.90123457
Andrews et al. 2020,Gulf of Mexico,"Wulfert, FL",1997.54,otolith,Lutjanus griseus,whole,26.48,-82.19,est,,1997,GS-R11,,,,1.0453,0.00095,,,,,"Andrews et al. 2020, Table 1",Decline depleted,351,1.0453,0.00095,,,26,48.5926796175054,1990s,1108033.24099723,1108033.24099723
Andrews et al. 2020,Gulf of Mexico,"Bay County, FL",2000.6,otolith,Lutjanus griseus,whole,30.14,-85.7,est,,2000,GS-R12,,,,1.0836,0.00155,,,,,"Andrews et al. 2020, Table 1",Decline reference,352,1.0836,0.00155,,,23,86.6189308826497,2000s,416233.090530697,416233.090530697
Andrews et al. 2020,Gulf of Mexico,"Anna Maria Island, FL",2005.66,otolith,Lutjanus griseus,whole,27.51,-82.73,est,,2005,GS-R13,,,,1.0192,0.00085,,,,,"Andrews et al. 2020, Table 1",Decline depleted,353,1.0192,0.00085,,,18,21.4215539772842,2000s,1384083.0449827,1384083.0449827
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1892,Druffel1980_1,-48.15668203,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,354,0.936879155226569,,,,131,,pre-1900,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1896,Druffel1980_2,-46.31336406,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,355,0.939147792054542,,,,127,,pre-1900,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1899,Druffel1980_3,-54.60829493,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,356,0.931317219539977,,,,124,,pre-1900,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1902,Druffel1980_4,-47.23502304,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,357,0.938921384151122,,,,121,,1900s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1911,Druffel1980_5,-50,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,358,0.937216342237657,,,,112,,1910s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1914,Druffel1980_6,-47.23502304,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,359,0.940285269229207,,,,109,,1910s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1917,Druffel1980_7,-50.46082949,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,360,0.937441840952864,,,,106,,1910s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1920,Druffel1980_8,-44.47004608,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,361,0.943698695879791,,,,103,,1920s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1926,Druffel1980_9,-49.07834101,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,362,0.939829319518906,,,,97,,1920s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1935,Druffel1980_10,-48.61751152,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,363,0.941308986779074,,,,88,,1930s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1938,Druffel1980_11,-52.76497696,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,364,0.937545598732696,,,,85,,1930s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1941,Druffel1980_12,-54.60829493,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,365,0.936060760514176,,,,82,,1940s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1941,Druffel1980_13,-62.44239631,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,366,0.928303981121696,,,,82,,1940s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1947,Druffel1980_14,-54.14746544,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,367,0.937196991071548,,,,76,,1940s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1950,Druffel1980_15,-55.06912442,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,368,0.936623594593574,,,,73,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1952,Druffel1980_16,-66.58986175,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,369,0.925427998628446,,,,71,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1954,Druffel1980_17,-55.99078341,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,370,0.936162892505891,,,,69,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1955,Druffel1980_18,-47.69585253,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,371,0.944503121278631,,,,68,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1956,Druffel1980_19,-44.93087558,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,372,0.947360036714582,,,,67,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1957,Druffel1980_20,-41.24423963,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,373,0.951131959716102,,,,66,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1958,Druffel1980_21,-19.58525346,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,374,0.972736376576596,,,,65,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1959,Druffel1980_22,-22.35023041,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,375,0.970110394488977,,,,64,,1950s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1960,Druffel1980_23,-20.04608295,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,376,0.972514403989697,,,,63,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1961,Druffel1980_24,-12.21198157,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,377,0.980407616988218,,,,62,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1963,Druffel1980_25,25.11520737,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,378,1.01770208896228,,,,60,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1964,Druffel1980_26,26.03686636,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,379,1.01874030526988,,,,59,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1965,Druffel1980_27,70.2764977,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,380,1.06279388160407,,,,58,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1966,Druffel1980_28,97.00460829,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,381,1.08946690522114,,,,57,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1967,Druffel1980_29,126.0368664,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,382,1.11843495871948,,,,56,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1968,Druffel1980_30,129.2626728,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,383,1.12177467247754,,,,55,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1970,Druffel1980_31,130.1843318,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,384,1.12296186057815,,,,53,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1969,Druffel1980_32,138.4792627,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,385,1.1310669571407,,,,54,,1960s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1971,Druffel1980_33,153.2258065,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,386,1.14599470257619,,,,52,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1973,Druffel1980_34,155.5299539,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,387,1.14856223536353,,,,50,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1972,Druffel1980_35,148.6175115,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,388,1.14155338031227,,,,51,,1970s,,
Druffel 1980,"Gulf of Honduras, Belize",Glover Reef,Jul-77,coral,Montastrea annularis,core,16.83333333,-87.83333333,orig,5,1974,Druffel1980_36,146.7741935,,,,,,,,,"Druffel 1980, Figure 2",Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data.,389,1.13999716021779,,,,49,,1970s,,
