year,estimate,esterror,q2_5,q97_5
1961.5,1.00118931610647,0.0229794510047261,0.956065444756888,1.04651428064563
1962,1.00897589837616,0.0224565376192747,0.965459433657406,1.05283957310952
1962.5,1.01631846597885,0.0226497518317742,0.971532231477287,1.06085534028367
1963,1.02510210338591,0.0229325925718587,0.980871207390608,1.0697905293874
1963.5,1.03220240437866,0.0225130288643424,0.98873535635982,1.0762066875371
1964,1.03968227007928,0.0225454640636996,0.996101826508159,1.08314930881639
1964.5,1.04772086108645,0.0225013635670057,1.00341661434761,1.09173262384314
1965,1.05536374104052,0.022792863717693,1.01126353426035,1.09992746951523
1965.5,1.06333834544897,0.0227287456303452,1.02025962088775,1.10858594660111
1966,1.07037192319035,0.0225130039935265,1.02577757988601,1.11425431270777
1966.5,1.07697643259679,0.0226461248136398,1.03232636708605,1.12046905491197
1967,1.08394239712687,0.0224882915243006,1.03891239451756,1.1282134305806
1967.5,1.09060373392327,0.0224404642874672,1.04673661980885,1.13508186459886
1968,1.09646665616247,0.0227993203685809,1.05252355901702,1.14063178503263
1968.5,1.10265184913949,0.022557551367703,1.05957100853244,1.14699032690881
1969,1.10864485569632,0.0228572544205904,1.06435440998949,1.15451659482869
1969.5,1.11367065372539,0.0226327944910423,1.06941416450248,1.15769284777052
1970,1.11800506759878,0.022976275049445,1.07298358550267,1.16435294353408
1970.5,1.12236187202984,0.0225254272888856,1.07868170629149,1.16632612653747
1971,1.12621566283613,0.0228773944661879,1.0806718090506,1.17185253807092
1971.5,1.1302636404544,0.0230554035769205,1.08471563003026,1.17486539018279
1972,1.13292788859617,0.02261907064754,1.08979641064685,1.17789157099852
1972.5,1.13566625698174,0.022242006205852,1.09099339221592,1.17882917863188
1973,1.13745115779677,0.0229530790063645,1.09326410542123,1.18335776462699
1973.5,1.13820057582326,0.0228208875374386,1.09318209314817,1.18330838902623
1974,1.13948451965567,0.0228385464423573,1.09480698637921,1.18341551581083
1974.5,1.14074393608934,0.02303999305828,1.0943375230075,1.18595663399943
1975,1.1399472230201,0.0228849708227014,1.09501386962386,1.18535449015156
